fid,zone,zoneId,dong,unitType,floor,floors,viewAngle,maxGap,angleRange,distanceMin,distanceMax
5-18,5구역,5,106,51,11,49,2,1,52~52,186,186
5-17,5구역,5,106,51,12,68,9,2,14~15,135,136
5-18,5구역,5,106,51,12,49,2,1,52~52,186,186
5-17,5구역,5,106,51,13,68,9,2,14~15,135,136
5-18,5구역,5,106,51,13,49,2,1,52~52,186,186
5-17,5구역,5,106,51,14,68,9,2,14~15,135,136
5-18,5구역,5,106,51,14,49,2,1,52~52,186,186
5-17,5구역,5,106,51,15,68,9,2,14~15,135,136
5-18,5구역,5,106,51,15,49,2,1,52~52,186,186
5-17,5구역,5,106,51,16,68,9,2,14~15,135,136
5-18,5구역,5,106,51,16,49,2,1,52~52,186,186
5-17,5구역,5,106,51,17,68,9,2,14~15,135,136
5-18,5구역,5,106,51,17,49,2,1,52~52,186,186
5-17,5구역,5,106,51,18,68,9,2,14~15,135,136
5-18,5구역,5,106,51,18,49,2,1,52~52,186,186
5-17,5구역,5,106,51,19,68,9,2,14~15,135,136
5-18,5구역,5,106,51,19,49,2,1,52~52,186,186
5-17,5구역,5,106,51,20,68,9,2,14~15,135,136
5-18,5구역,5,106,51,20,49,2,1,52~52,186,186
5-17,5구역,5,106,51,21,68,9,2,14~15,135,136
5-18,5구역,5,106,51,21,49,2,1,52~52,186,186
5-17,5구역,5,106,51,22,68,9,2,14~15,135,136
5-18,5구역,5,106,51,22,49,2,1,52~52,186,186
5-17,5구역,5,106,51,23,68,12,2,14~15,135,136
5-18,5구역,5,106,51,23,49,3,1,52~52,186,186
5-17,5구역,5,106,51,24,68,12,2,14~15,135,136
5-18,5구역,5,106,51,24,49,3,1,52~52,186,186
5-17,5구역,5,106,51,25,68,12,2,14~15,135,136
5-18,5구역,5,106,51,25,49,3,1,52~52,186,186
5-17,5구역,5,106,51,26,68,12,2,14~15,135,136
5-18,5구역,5,106,51,26,49,3,1,52~52,186,186
5-17,5구역,5,106,51,27,68,12,2,14~15,135,136
5-18,5구역,5,106,51,27,49,3,1,52~52,186,186
5-17,5구역,5,106,51,28,68,12,2,14~15,135,136
5-18,5구역,5,106,51,28,49,3,1,52~52,186,186
5-17,5구역,5,106,51,29,68,12,2,14~15,135,136
5-18,5구역,5,106,51,29,49,3,1,52~52,186,186
5-17,5구역,5,106,51,30,68,12,2,14~15,135,136
5-18,5구역,5,106,51,30,49,3,1,52~52,186,186
5-17,5구역,5,106,51,31,68,12,2,14~15,135,136
5-18,5구역,5,106,51,31,49,3,1,52~52,186,186
5-17,5구역,5,106,51,32,68,12,2,14~15,135,136
5-18,5구역,5,106,51,32,49,3,1,52~52,186,186
5-17,5구역,5,106,51,33,68,12,2,14~15,135,136
5-18,5구역,5,106,51,33,49,3,1,52~52,186,186
5-17,5구역,5,106,51,34,68,12,2,14~15,135,136
5-18,5구역,5,106,51,34,49,3,1,52~52,186,186
5-17,5구역,5,106,51,35,68,12,2,14~15,135,136
5-18,5구역,5,106,51,35,49,3,1,52~52,186,186
5-17,5구역,5,106,51,36,68,12,2,14~15,135,136
5-18,5구역,5,106,51,36,49,3,1,52~52,186,186
5-17,5구역,5,106,51,37,68,12,2,14~15,135,136
5-18,5구역,5,106,51,37,49,3,1,52~52,186,186
5-17,5구역,5,106,51,38,68,12,2,14~15,135,136
5-18,5구역,5,106,51,38,49,3,1,52~52,186,186
5-17,5구역,5,106,51,39,68,12,2,14~15,135,136
5-18,5구역,5,106,51,39,49,3,1,52~52,186,186
5-17,5구역,5,106,51,40,68,12,2,14~15,135,136
5-18,5구역,5,106,51,40,49,3,1,52~52,186,186
5-17,5구역,5,106,51,41,68,12,2,14~15,135,136
5-18,5구역,5,106,51,41,49,3,1,52~52,186,186
5-17,5구역,5,106,51,42,68,12,2,14~15,135,136
5-18,5구역,5,106,51,42,49,3,1,52~52,186,186
5-17,5구역,5,106,51,43,68,12,2,14~15,135,136
5-18,5구역,5,106,51,43,49,3,1,52~52,186,186
5-17,5구역,5,106,51,44,68,12,2,14~15,135,136
5-18,5구역,5,106,51,44,49,3,1,52~52,186,186
5-17,5구역,5,106,51,45,68,12,2,14~15,135,136
5-18,5구역,5,106,51,45,49,3,1,52~52,186,186
5-17,5구역,5,106,51,46,68,12,2,14~15,135,136
5-18,5구역,5,106,51,46,49,3,1,52~52,186,186
5-17,5구역,5,106,51,47,68,12,2,14~15,135,136
5-18,5구역,5,106,51,47,49,3,1,52~52,186,186
5-17,5구역,5,106,51,48,68,12,2,14~15,135,136
5-18,5구역,5,106,51,48,49,3,1,52~52,186,186
5-17,5구역,5,106,51,49,68,12,2,14~15,135,136
5-18,5구역,5,106,51,49,49,3,1,52~52,186,186
5-17,5구역,5,106,51,50,68,12,2,14~15,135,136
5-17,5구역,5,106,51,51,68,12,2,14~15,135,136
5-17,5구역,5,106,51,52,68,12,2,14~15,135,136
5-17,5구역,5,106,51,53,68,12,2,14~15,135,136
5-17,5구역,5,106,51,54,68,14,2,14~15,135,136
5-17,5구역,5,106,51,55,68,14,2,14~15,135,136
5-17,5구역,5,106,51,56,68,14,2,14~15,135,136
5-17,5구역,5,106,51,57,68,14,2,14~15,135,136
5-17,5구역,5,106,51,58,68,14,2,14~15,135,136
5-17,5구역,5,106,51,59,68,14,2,14~15,135,136
5-17,5구역,5,106,51,60,68,14,2,14~15,135,136
5-17,5구역,5,106,51,61,68,14,2,14~15,135,136
5-17,5구역,5,106,51,62,68,14,2,14~15,135,136
5-17,5구역,5,106,51,63,68,14,2,14~15,135,136
5-17,5구역,5,106,51,64,68,14,2,14~15,135,136
5-17,5구역,5,106,51,65,68,14,2,14~15,135,136
5-17,5구역,5,106,51,66,68,14,2,14~15,135,136
5-17,5구역,5,106,51,67,68,14,2,14~15,135,136
5-17,5구역,5,106,51,68,68,14,2,14~15,135,136
5-15,5구역,5,106,61,1,68,44,17,307~323,206,348
5-16,5구역,5,106,61,1,68,45,6,39~44,124,126
5-15,5구역,5,106,61,2,68,44,17,307~323,206,348
5-16,5구역,5,106,61,2,68,45,6,39~44,124,126
5-15,5구역,5,106,61,3,68,44,17,307~323,206,348
5-16,5구역,5,106,61,3,68,45,6,39~44,124,126
5-15,5구역,5,106,61,4,68,44,17,307~323,206,348
5-16,5구역,5,106,61,4,68,45,6,39~44,124,126
5-15,5구역,5,106,61,5,68,44,17,307~323,206,348
5-16,5구역,5,106,61,5,68,45,6,39~44,124,126
5-15,5구역,5,106,61,6,68,44,17,307~323,206,348
5-16,5구역,5,106,61,6,68,45,6,39~44,124,126
5-15,5구역,5,106,61,7,68,44,17,307~323,206,348
5-16,5구역,5,106,61,7,68,45,6,39~44,124,126
5-15,5구역,5,106,61,8,68,44,17,307~323,206,348
5-16,5구역,5,106,61,8,68,45,6,39~44,124,126
5-15,5구역,5,106,61,9,68,44,17,307~323,206,348
5-16,5구역,5,106,61,9,68,45,6,39~44,124,126
5-15,5구역,5,106,61,10,68,44,17,307~323,206,348
5-16,5구역,5,106,61,10,68,45,6,39~44,124,126
5-15,5구역,5,106,61,11,68,44,17,307~323,206,348
5-16,5구역,5,106,61,11,68,45,6,39~44,124,126
5-15,5구역,5,106,61,12,68,44,17,307~323,206,348
5-16,5구역,5,106,61,12,68,45,6,39~44,124,126
5-15,5구역,5,106,61,13,68,44,17,307~323,206,348
5-16,5구역,5,106,61,13,68,45,6,39~44,124,126
5-15,5구역,5,106,61,14,68,44,17,307~323,206,348
5-16,5구역,5,106,61,14,68,45,6,39~44,124,126
5-15,5구역,5,106,61,15,68,44,17,307~323,206,348
5-16,5구역,5,106,61,15,68,45,6,39~44,124,126
5-15,5구역,5,106,61,16,68,44,17,307~323,206,348
5-16,5구역,5,106,61,16,68,45,6,39~44,124,126
5-15,5구역,5,106,61,17,68,44,17,307~323,206,348
5-16,5구역,5,106,61,17,68,45,6,39~44,124,126
5-15,5구역,5,106,61,18,68,44,17,307~323,206,348
5-16,5구역,5,106,61,18,68,45,6,39~44,124,126
5-15,5구역,5,106,61,19,68,44,17,307~323,206,348
5-16,5구역,5,106,61,19,68,45,6,39~44,124,126
5-15,5구역,5,106,61,20,68,51,24,300~323,206,547
5-16,5구역,5,106,61,20,68,49,7,300~306,375,573
5-15,5구역,5,106,61,21,68,78,24,300~323,206,547
5-16,5구역,5,106,61,21,68,67,7,300~306,375,573
5-15,5구역,5,106,61,22,68,78,24,300~323,206,547
5-16,5구역,5,106,61,22,68,67,7,300~306,375,573
5-15,5구역,5,106,61,23,68,78,24,300~323,206,547
5-16,5구역,5,106,61,23,68,68,7,74~80,209,233
5-15,5구역,5,106,61,24,68,78,24,300~323,206,547
5-16,5구역,5,106,61,24,68,68,7,74~80,209,233
5-15,5구역,5,106,61,25,68,78,24,300~323,206,547
5-16,5구역,5,106,61,25,68,68,7,74~80,209,233
5-15,5구역,5,106,61,26,68,78,24,300~323,206,547
5-16,5구역,5,106,61,26,68,68,7,74~80,209,233
5-15,5구역,5,106,61,27,68,78,24,300~323,206,547
5-16,5구역,5,106,61,27,68,68,7,74~80,209,233
5-15,5구역,5,106,61,28,68,78,24,300~323,206,547
5-16,5구역,5,106,61,28,68,68,7,74~80,209,233
5-15,5구역,5,106,61,29,68,78,24,300~323,206,547
5-16,5구역,5,106,61,29,68,68,7,74~80,209,233
5-15,5구역,5,106,61,30,68,78,24,300~323,206,547
5-16,5구역,5,106,61,30,68,68,7,74~80,209,233
5-15,5구역,5,106,61,31,68,78,24,300~323,206,547
5-16,5구역,5,106,61,31,68,68,7,74~80,209,233
5-15,5구역,5,106,61,32,68,78,24,300~323,206,547
5-16,5구역,5,106,61,32,68,68,7,74~80,209,233
5-15,5구역,5,106,61,33,68,78,24,300~323,206,547
5-16,5구역,5,106,61,33,68,68,7,74~80,209,233
5-15,5구역,5,106,61,34,68,78,24,300~323,206,547
5-16,5구역,5,106,61,34,68,68,7,74~80,209,233
5-15,5구역,5,106,61,35,68,78,24,300~323,206,547
5-16,5구역,5,106,61,35,68,68,7,74~80,209,233
5-15,5구역,5,106,61,36,68,78,24,300~323,206,547
5-16,5구역,5,106,61,36,68,68,7,74~80,209,233
5-15,5구역,5,106,61,37,68,78,24,300~323,206,547
5-16,5구역,5,106,61,37,68,68,7,74~80,209,233
5-15,5구역,5,106,61,38,68,78,24,300~323,206,547
5-16,5구역,5,106,61,38,68,68,7,74~80,209,233
5-15,5구역,5,106,61,39,68,78,24,300~323,206,547
5-16,5구역,5,106,61,39,68,68,7,74~80,209,233
5-15,5구역,5,106,61,40,68,78,24,300~323,206,547
5-16,5구역,5,106,61,40,68,68,7,74~80,209,233
5-15,5구역,5,106,61,41,68,78,24,300~323,206,547
5-16,5구역,5,106,61,41,68,68,7,74~80,209,233
5-15,5구역,5,106,61,42,68,78,24,300~323,206,547
5-16,5구역,5,106,61,42,68,68,7,74~80,209,233
5-15,5구역,5,106,61,43,68,78,24,300~323,206,547
5-16,5구역,5,106,61,43,68,68,7,74~80,209,233
5-15,5구역,5,106,61,44,68,78,24,300~323,206,547
5-16,5구역,5,106,61,44,68,68,7,74~80,209,233
5-15,5구역,5,106,61,45,68,78,24,300~323,206,547
5-16,5구역,5,106,61,45,68,68,7,74~80,209,233
5-15,5구역,5,106,61,46,68,78,24,300~323,206,547
5-16,5구역,5,106,61,46,68,68,7,74~80,209,233
5-15,5구역,5,106,61,47,68,78,24,300~323,206,547
5-16,5구역,5,106,61,47,68,68,7,74~80,209,233
5-15,5구역,5,106,61,48,68,78,24,300~323,206,547
5-16,5구역,5,106,61,48,68,68,7,74~80,209,233
5-15,5구역,5,106,61,49,68,78,24,300~323,206,547
5-16,5구역,5,106,61,49,68,68,7,74~80,209,233
5-15,5구역,5,106,61,50,68,78,24,300~323,206,547
5-16,5구역,5,106,61,50,68,68,7,74~80,209,233
5-15,5구역,5,106,61,51,68,78,24,300~323,206,547
5-16,5구역,5,106,61,51,68,68,7,74~80,209,233
5-15,5구역,5,106,61,52,68,78,24,300~323,206,547
5-16,5구역,5,106,61,52,68,68,7,74~80,209,233
5-15,5구역,5,106,61,53,68,78,24,300~323,206,547
5-16,5구역,5,106,61,53,68,68,7,74~80,209,233
5-15,5구역,5,106,61,54,68,78,24,300~323,206,547
5-16,5구역,5,106,61,54,68,68,7,74~80,209,233
5-15,5구역,5,106,61,55,68,78,24,300~323,206,547
5-16,5구역,5,106,61,55,68,68,7,74~80,209,233
5-15,5구역,5,106,61,56,68,78,24,300~323,206,547
5-16,5구역,5,106,61,56,68,68,7,74~80,209,233
5-15,5구역,5,106,61,57,68,78,24,300~323,206,547
5-16,5구역,5,106,61,57,68,68,7,74~80,209,233
5-15,5구역,5,106,61,58,68,78,24,300~323,206,547
5-16,5구역,5,106,61,58,68,68,7,74~80,209,233
5-15,5구역,5,106,61,59,68,78,24,300~323,206,547
5-16,5구역,5,106,61,59,68,68,7,74~80,209,233
5-15,5구역,5,106,61,60,68,78,24,300~323,206,547
5-16,5구역,5,106,61,60,68,68,7,74~80,209,233
5-15,5구역,5,106,61,61,68,78,24,300~323,206,547
5-16,5구역,5,106,61,61,68,68,7,74~80,209,233
5-15,5구역,5,106,61,62,68,78,24,300~323,206,547
5-16,5구역,5,106,61,62,68,68,7,74~80,209,233
5-15,5구역,5,106,61,63,68,78,24,300~323,206,547
5-16,5구역,5,106,61,63,68,68,7,74~80,209,233
5-15,5구역,5,106,61,64,68,78,24,300~323,206,547
5-16,5구역,5,106,61,64,68,68,7,74~80,209,233
5-15,5구역,5,106,61,65,68,78,24,300~323,206,547
5-16,5구역,5,106,61,65,68,68,7,74~80,209,233
5-15,5구역,5,106,61,66,68,78,24,300~323,206,547
5-16,5구역,5,106,61,66,68,68,7,74~80,209,233
5-15,5구역,5,106,61,67,68,78,24,300~323,206,547
5-16,5구역,5,106,61,67,68,68,7,74~80,209,233
5-15,5구역,5,106,61,68,68,78,24,300~323,206,547
5-16,5구역,5,106,61,68,68,68,7,74~80,209,233
5-22,5구역,5,107,25,1,49,6,2,46~47,146,146
5-24,5구역,5,107,25,1,49,1,1,343~343,179,179
5-22,5구역,5,107,25,2,49,6,2,46~47,146,146
5-24,5구역,5,107,25,2,49,1,1,343~343,179,179
5-22,5구역,5,107,25,3,49,6,2,46~47,146,146
5-24,5구역,5,107,25,3,49,1,1,343~343,179,179
5-22,5구역,5,107,25,4,49,6,2,46~47,146,146
5-24,5구역,5,107,25,4,49,1,1,343~343,179,179
5-22,5구역,5,107,25,5,49,6,2,46~47,146,146
5-24,5구역,5,107,25,5,49,1,1,343~343,179,179
5-22,5구역,5,107,25,6,49,6,2,46~47,146,146
5-24,5구역,5,107,25,6,49,1,1,343~343,179,179
5-22,5구역,5,107,25,7,49,6,2,46~47,146,146
5-24,5구역,5,107,25,7,49,1,1,343~343,179,179
5-22,5구역,5,107,25,8,49,6,2,46~47,146,146
5-24,5구역,5,107,25,8,49,1,1,343~343,179,179
5-22,5구역,5,107,25,9,49,6,2,46~47,146,146
5-24,5구역,5,107,25,9,49,1,1,343~343,179,179
5-22,5구역,5,107,25,10,49,6,2,46~47,146,146
5-24,5구역,5,107,25,10,49,1,1,343~343,179,179
5-22,5구역,5,107,25,11,49,6,2,46~47,146,146
5-24,5구역,5,107,25,11,49,1,1,343~343,179,179
5-22,5구역,5,107,25,12,49,6,2,46~47,146,146
5-24,5구역,5,107,25,12,49,1,1,343~343,179,179
5-22,5구역,5,107,25,13,49,6,2,46~47,146,146
5-24,5구역,5,107,25,13,49,1,1,343~343,179,179
5-22,5구역,5,107,25,14,49,6,2,46~47,146,146
5-24,5구역,5,107,25,14,49,1,1,343~343,179,179
5-22,5구역,5,107,25,15,49,6,2,46~47,146,146
5-24,5구역,5,107,25,15,49,1,1,343~343,179,179
5-22,5구역,5,107,25,16,49,6,2,46~47,146,146
5-24,5구역,5,107,25,16,49,1,1,343~343,179,179
5-22,5구역,5,107,25,17,49,6,2,46~47,146,146
5-24,5구역,5,107,25,17,49,1,1,343~343,179,179
5-22,5구역,5,107,25,18,49,6,2,46~47,146,146
5-24,5구역,5,107,25,18,49,1,1,343~343,179,179
5-22,5구역,5,107,25,19,49,6,2,46~47,146,146
5-24,5구역,5,107,25,19,49,1,1,343~343,179,179
5-22,5구역,5,107,25,20,49,6,2,46~47,146,146
5-24,5구역,5,107,25,20,49,6,1,321~321,274,274
5-22,5구역,5,107,25,21,49,11,2,26~27,130,131
5-24,5구역,5,107,25,21,49,6,1,321~321,274,274
5-22,5구역,5,107,25,22,49,11,2,26~27,130,131
5-24,5구역,5,107,25,22,49,6,1,321~321,274,274
5-22,5구역,5,107,25,23,49,11,2,26~27,130,131
5-24,5구역,5,107,25,23,49,6,1,321~321,274,274
5-22,5구역,5,107,25,24,49,11,2,26~27,130,131
5-24,5구역,5,107,25,24,49,6,1,321~321,274,274
5-22,5구역,5,107,25,25,49,11,2,26~27,130,131
5-24,5구역,5,107,25,25,49,6,1,321~321,274,274
5-22,5구역,5,107,25,26,49,11,2,26~27,130,131
5-24,5구역,5,107,25,26,49,6,1,321~321,274,274
5-22,5구역,5,107,25,27,49,11,2,26~27,130,131
5-24,5구역,5,107,25,27,49,6,1,321~321,274,274
5-22,5구역,5,107,25,28,49,11,2,26~27,130,131
5-24,5구역,5,107,25,28,49,6,1,321~321,274,274
5-22,5구역,5,107,25,29,49,11,2,26~27,130,131
5-24,5구역,5,107,25,29,49,6,1,321~321,274,274
5-22,5구역,5,107,25,30,49,11,2,26~27,130,131
5-24,5구역,5,107,25,30,49,6,1,321~321,274,274
5-22,5구역,5,107,25,31,49,11,2,26~27,130,131
5-24,5구역,5,107,25,31,49,6,1,321~321,274,274
5-22,5구역,5,107,25,32,49,11,2,26~27,130,131
5-24,5구역,5,107,25,32,49,6,1,321~321,274,274
5-22,5구역,5,107,25,33,49,11,2,26~27,130,131
5-24,5구역,5,107,25,33,49,6,1,321~321,274,274
5-22,5구역,5,107,25,34,49,11,2,26~27,130,131
5-24,5구역,5,107,25,34,49,6,1,321~321,274,274
5-22,5구역,5,107,25,35,49,11,2,26~27,130,131
5-24,5구역,5,107,25,35,49,6,1,321~321,274,274
5-22,5구역,5,107,25,36,49,11,2,26~27,130,131
5-24,5구역,5,107,25,36,49,6,1,321~321,274,274
5-22,5구역,5,107,25,37,49,11,2,26~27,130,131
5-24,5구역,5,107,25,37,49,6,1,321~321,274,274
5-22,5구역,5,107,25,38,49,11,2,26~27,130,131
5-24,5구역,5,107,25,38,49,6,1,321~321,274,274
5-22,5구역,5,107,25,39,49,11,2,26~27,130,131
5-24,5구역,5,107,25,39,49,6,1,321~321,274,274
5-22,5구역,5,107,25,40,49,11,2,26~27,130,131
5-24,5구역,5,107,25,40,49,6,1,321~321,274,274
5-22,5구역,5,107,25,41,49,11,2,26~27,130,131
5-24,5구역,5,107,25,41,49,6,1,321~321,274,274
5-22,5구역,5,107,25,42,49,11,2,26~27,130,131
5-24,5구역,5,107,25,42,49,6,1,321~321,274,274
5-22,5구역,5,107,25,43,49,11,2,26~27,130,131
5-24,5구역,5,107,25,43,49,6,1,321~321,274,274
5-22,5구역,5,107,25,44,49,11,2,26~27,130,131
5-24,5구역,5,107,25,44,49,6,1,321~321,274,274
5-22,5구역,5,107,25,45,49,11,2,26~27,130,131
5-24,5구역,5,107,25,45,49,6,1,321~321,274,274
5-22,5구역,5,107,25,46,49,11,2,26~27,130,131
5-24,5구역,5,107,25,46,49,6,1,321~321,274,274
5-22,5구역,5,107,25,47,49,11,2,26~27,130,131
5-24,5구역,5,107,25,47,49,6,1,321~321,274,274
5-22,5구역,5,107,25,48,49,11,2,26~27,130,131
5-24,5구역,5,107,25,48,49,6,1,321~321,274,274
5-22,5구역,5,107,25,49,49,11,2,26~27,130,131
5-24,5구역,5,107,25,49,49,6,1,321~321,274,274
5-26,5구역,5,107,31,1,49,35,5,342~346,133,135
5-26,5구역,5,107,31,2,49,35,5,342~346,133,135
5-26,5구역,5,107,31,3,49,35,5,342~346,133,135
5-26,5구역,5,107,31,4,49,35,5,342~346,133,135
5-26,5구역,5,107,31,5,49,35,5,342~346,133,135
5-26,5구역,5,107,31,6,49,35,5,342~346,133,135
5-26,5구역,5,107,31,7,49,35,5,342~346,133,135
5-26,5구역,5,107,31,8,49,35,5,342~346,133,135
5-26,5구역,5,107,31,9,49,35,5,342~346,133,135
5-26,5구역,5,107,31,10,49,35,5,342~346,133,135
5-26,5구역,5,107,31,11,49,35,5,342~346,133,135
5-26,5구역,5,107,31,12,49,35,5,342~346,133,135
5-26,5구역,5,107,31,13,49,35,5,342~346,133,135
5-26,5구역,5,107,31,14,49,35,5,342~346,133,135
5-26,5구역,5,107,31,15,49,35,5,342~346,133,135
5-26,5구역,5,107,31,16,49,35,5,342~346,133,135
5-26,5구역,5,107,31,17,49,35,5,342~346,133,135
5-26,5구역,5,107,31,18,49,35,5,342~346,133,135
5-26,5구역,5,107,31,19,49,36,5,342~346,133,135
5-26,5구역,5,107,31,20,49,57,21,298~318,231,649
5-26,5구역,5,107,31,21,49,65,21,298~318,231,649
5-26,5구역,5,107,31,22,49,65,21,298~318,231,649
5-26,5구역,5,107,31,23,49,65,21,298~318,231,649
5-26,5구역,5,107,31,24,49,65,21,298~318,231,649
5-26,5구역,5,107,31,25,49,65,21,298~318,231,649
5-26,5구역,5,107,31,26,49,65,21,298~318,231,649
5-26,5구역,5,107,31,27,49,65,21,298~318,231,649
5-26,5구역,5,107,31,28,49,65,21,298~318,231,649
5-26,5구역,5,107,31,29,49,65,21,298~318,231,649
5-26,5구역,5,107,31,30,49,65,21,298~318,231,649
5-26,5구역,5,107,31,31,49,65,21,298~318,231,649
5-26,5구역,5,107,31,32,49,65,21,298~318,231,649
5-26,5구역,5,107,31,33,49,65,21,298~318,231,649
5-26,5구역,5,107,31,34,49,65,21,298~318,231,649
5-26,5구역,5,107,31,35,49,65,21,298~318,231,649
5-26,5구역,5,107,31,36,49,65,21,298~318,231,649
5-26,5구역,5,107,31,37,49,65,21,298~318,231,649
5-26,5구역,5,107,31,38,49,65,21,298~318,231,649
5-26,5구역,5,107,31,39,49,65,21,298~318,231,649
5-26,5구역,5,107,31,40,49,65,21,298~318,231,649
5-26,5구역,5,107,31,41,49,65,21,298~318,231,649
5-26,5구역,5,107,31,42,49,65,21,298~318,231,649
5-26,5구역,5,107,31,43,49,65,21,298~318,231,649
5-26,5구역,5,107,31,44,49,65,21,298~318,231,649
5-26,5구역,5,107,31,45,49,65,21,298~318,231,649
5-26,5구역,5,107,31,46,49,65,21,298~318,231,649
5-26,5구역,5,107,31,47,49,65,21,298~318,231,649
5-26,5구역,5,107,31,48,49,65,21,298~318,231,649
5-26,5구역,5,107,31,49,49,65,21,298~318,231,649
5-21,5구역,5,107,35,1,49,12,2,336~337,146,147
5-21,5구역,5,107,35,2,49,12,2,336~337,146,147
5-21,5구역,5,107,35,3,49,12,2,336~337,146,147
5-21,5구역,5,107,35,4,49,12,2,336~337,146,147
5-21,5구역,5,107,35,5,49,12,2,336~337,146,147
5-21,5구역,5,107,35,6,49,12,2,336~337,146,147
5-21,5구역,5,107,35,7,49,12,2,336~337,146,147
5-21,5구역,5,107,35,8,49,12,2,336~337,146,147
5-21,5구역,5,107,35,9,49,12,2,336~337,146,147
5-21,5구역,5,107,35,10,49,12,2,336~337,146,147
5-21,5구역,5,107,35,11,49,12,2,336~337,146,147
5-21,5구역,5,107,35,12,49,12,2,336~337,146,147
5-21,5구역,5,107,35,13,49,12,2,336~337,146,147
5-21,5구역,5,107,35,14,49,12,2,336~337,146,147
5-21,5구역,5,107,35,15,49,12,2,336~337,146,147
5-21,5구역,5,107,35,16,49,12,2,336~337,146,147
5-21,5구역,5,107,35,17,49,12,2,336~337,146,147
5-21,5구역,5,107,35,18,49,12,2,336~337,146,147
5-21,5구역,5,107,35,19,49,12,2,336~337,146,147
5-21,5구역,5,107,35,20,49,24,11,298~308,322,645
5-21,5구역,5,107,35,21,49,54,11,298~308,322,645
5-21,5구역,5,107,35,22,49,54,11,298~308,322,645
5-21,5구역,5,107,35,23,49,54,11,298~308,322,645
5-21,5구역,5,107,35,24,49,54,11,298~308,322,645
5-21,5구역,5,107,35,25,49,54,11,298~308,322,645
5-21,5구역,5,107,35,26,49,54,11,298~308,322,645
5-21,5구역,5,107,35,27,49,54,11,298~308,322,645
5-21,5구역,5,107,35,28,49,54,11,298~308,322,645
5-21,5구역,5,107,35,29,49,54,11,298~308,322,645
5-21,5구역,5,107,35,30,49,54,11,298~308,322,645
5-21,5구역,5,107,35,31,49,54,11,298~308,322,645
5-21,5구역,5,107,35,32,49,54,11,298~308,322,645
5-21,5구역,5,107,35,33,49,54,11,298~308,322,645
5-21,5구역,5,107,35,34,49,54,11,298~308,322,645
5-21,5구역,5,107,35,35,49,54,11,298~308,322,645
5-21,5구역,5,107,35,36,49,54,11,298~308,322,645
5-21,5구역,5,107,35,37,49,54,11,298~308,322,645
5-21,5구역,5,107,35,38,49,54,11,298~308,322,645
5-21,5구역,5,107,35,39,49,54,11,298~308,322,645
5-21,5구역,5,107,35,40,49,54,11,298~308,322,645
5-21,5구역,5,107,35,41,49,54,11,298~308,322,645
5-21,5구역,5,107,35,42,49,54,11,298~308,322,645
5-21,5구역,5,107,35,43,49,54,11,298~308,322,645
5-21,5구역,5,107,35,44,49,54,11,298~308,322,645
5-21,5구역,5,107,35,45,49,54,11,298~308,322,645
5-21,5구역,5,107,35,46,49,54,11,298~308,322,645
5-21,5구역,5,107,35,47,49,54,11,298~308,322,645
5-21,5구역,5,107,35,48,49,54,11,298~308,322,645
5-21,5구역,5,107,35,49,49,54,11,298~308,322,645
5-23,5구역,5,107,41,1,49,4,1,35~35,152,152
5-23,5구역,5,107,41,2,49,4,1,35~35,152,152
5-23,5구역,5,107,41,3,49,4,1,35~35,152,152
5-23,5구역,5,107,41,4,49,4,1,35~35,152,152
5-23,5구역,5,107,41,5,49,4,1,35~35,152,152
5-23,5구역,5,107,41,6,49,4,1,35~35,152,152
5-23,5구역,5,107,41,7,49,4,1,35~35,152,152
5-23,5구역,5,107,41,8,49,4,1,35~35,152,152
5-23,5구역,5,107,41,9,49,4,1,35~35,152,152
5-23,5구역,5,107,41,10,49,4,1,35~35,152,152
5-23,5구역,5,107,41,11,49,4,1,35~35,152,152
5-23,5구역,5,107,41,12,49,4,1,35~35,152,152
5-23,5구역,5,107,41,13,49,4,1,35~35,152,152
5-23,5구역,5,107,41,14,49,4,1,35~35,152,152
5-23,5구역,5,107,41,15,49,4,1,35~35,152,152
5-23,5구역,5,107,41,16,49,4,1,35~35,152,152
5-23,5구역,5,107,41,17,49,4,1,35~35,152,152
5-23,5구역,5,107,41,18,49,4,1,35~35,152,152
5-23,5구역,5,107,41,19,49,4,1,35~35,152,152
5-23,5구역,5,107,41,20,49,4,1,35~35,152,152
5-23,5구역,5,107,41,21,49,4,1,35~35,152,152
5-23,5구역,5,107,41,22,49,4,1,35~35,152,152
5-23,5구역,5,107,41,23,49,4,1,35~35,152,152
5-23,5구역,5,107,41,24,49,4,1,35~35,152,152
5-23,5구역,5,107,41,25,49,4,1,35~35,152,152
5-23,5구역,5,107,41,26,49,4,1,35~35,152,152
5-23,5구역,5,107,41,27,49,4,1,35~35,152,152
5-23,5구역,5,107,41,28,49,4,1,35~35,152,152
5-23,5구역,5,107,41,29,49,4,1,35~35,152,152
5-23,5구역,5,107,41,30,49,4,1,35~35,152,152
5-23,5구역,5,107,41,31,49,4,1,35~35,152,152
5-23,5구역,5,107,41,32,49,4,1,35~35,152,152
5-23,5구역,5,107,41,33,49,4,1,35~35,152,152
5-23,5구역,5,107,41,34,49,4,1,35~35,152,152
5-23,5구역,5,107,41,35,49,4,1,35~35,152,152
5-23,5구역,5,107,41,36,49,4,1,35~35,152,152
