fid,zone,zoneId,dong,unitType,floor,floors,viewAngle,maxGap,angleRange,distanceMin,distanceMax
5-23,5구역,5,107,41,37,49,4,1,35~35,152,152
5-23,5구역,5,107,41,38,49,4,1,35~35,152,152
5-23,5구역,5,107,41,39,49,4,1,35~35,152,152
5-23,5구역,5,107,41,40,49,4,1,35~35,152,152
5-23,5구역,5,107,41,41,49,4,1,35~35,152,152
5-23,5구역,5,107,41,42,49,4,1,35~35,152,152
5-23,5구역,5,107,41,43,49,4,1,35~35,152,152
5-23,5구역,5,107,41,44,49,4,1,35~35,152,152
5-23,5구역,5,107,41,45,49,4,1,35~35,152,152
5-23,5구역,5,107,41,46,49,4,1,35~35,152,152
5-23,5구역,5,107,41,47,49,4,1,35~35,152,152
5-23,5구역,5,107,41,48,49,4,1,35~35,152,152
5-23,5구역,5,107,41,49,49,4,1,35~35,152,152
5-25,5구역,5,107,51,1,49,20,3,359~1,133,134
5-25,5구역,5,107,51,2,49,20,3,359~1,133,134
5-25,5구역,5,107,51,3,49,20,3,359~1,133,134
5-25,5구역,5,107,51,4,49,20,3,359~1,133,134
5-25,5구역,5,107,51,5,49,20,3,359~1,133,134
5-25,5구역,5,107,51,6,49,20,3,359~1,133,134
5-25,5구역,5,107,51,7,49,20,3,359~1,133,134
5-25,5구역,5,107,51,8,49,20,3,359~1,133,134
5-25,5구역,5,107,51,9,49,20,3,359~1,133,134
5-25,5구역,5,107,51,10,49,20,3,359~1,133,134
5-25,5구역,5,107,51,11,49,20,3,359~1,133,134
5-25,5구역,5,107,51,12,49,20,3,359~1,133,134
5-25,5구역,5,107,51,13,49,20,3,359~1,133,134
5-25,5구역,5,107,51,14,49,20,3,359~1,133,134
5-25,5구역,5,107,51,15,49,20,3,359~1,133,134
5-25,5구역,5,107,51,16,49,20,3,359~1,133,134
5-25,5구역,5,107,51,17,49,20,3,359~1,133,134
5-25,5구역,5,107,51,18,49,20,3,359~1,133,134
5-25,5구역,5,107,51,19,49,20,3,359~1,133,134
5-25,5구역,5,107,51,20,49,38,15,305~319,255,446
5-25,5구역,5,107,51,21,49,38,15,305~319,255,446
5-25,5구역,5,107,51,22,49,38,15,305~319,255,446
5-25,5구역,5,107,51,23,49,38,15,305~319,255,446
5-25,5구역,5,107,51,24,49,38,15,305~319,255,446
5-25,5구역,5,107,51,25,49,38,15,305~319,255,446
5-25,5구역,5,107,51,26,49,38,15,305~319,255,446
5-25,5구역,5,107,51,27,49,38,15,305~319,255,446
5-25,5구역,5,107,51,28,49,38,15,305~319,255,446
5-25,5구역,5,107,51,29,49,38,15,305~319,255,446
5-25,5구역,5,107,51,30,49,38,15,305~319,255,446
5-25,5구역,5,107,51,31,49,38,15,305~319,255,446
5-25,5구역,5,107,51,32,49,38,15,305~319,255,446
5-25,5구역,5,107,51,33,49,38,15,305~319,255,446
5-25,5구역,5,107,51,34,49,38,15,305~319,255,446
5-25,5구역,5,107,51,35,49,38,15,305~319,255,446
5-25,5구역,5,107,51,36,49,38,15,305~319,255,446
5-25,5구역,5,107,51,37,49,38,15,305~319,255,446
5-25,5구역,5,107,51,38,49,38,15,305~319,255,446
5-25,5구역,5,107,51,39,49,38,15,305~319,255,446
5-25,5구역,5,107,51,40,49,38,15,305~319,255,446
5-25,5구역,5,107,51,41,49,38,15,305~319,255,446
5-25,5구역,5,107,51,42,49,38,15,305~319,255,446
5-25,5구역,5,107,51,43,49,38,15,305~319,255,446
5-25,5구역,5,107,51,44,49,38,15,305~319,255,446
5-25,5구역,5,107,51,45,49,38,15,305~319,255,446
5-25,5구역,5,107,51,46,49,38,15,305~319,255,446
5-25,5구역,5,107,51,47,49,38,15,305~319,255,446
5-25,5구역,5,107,51,48,49,38,15,305~319,255,446
5-25,5구역,5,107,51,49,49,38,15,305~319,255,446
5-28,5구역,5,108,25,1,29,2,2,45~46,203,204
5-29,5구역,5,108,25,1,19,2,1,38~38,215,215
5-30,5구역,5,108,25,1,19,8,3,313~315,459,508
5-28,5구역,5,108,25,2,29,2,2,45~46,203,204
5-29,5구역,5,108,25,2,19,2,1,38~38,215,215
5-30,5구역,5,108,25,2,19,8,3,313~315,459,508
5-28,5구역,5,108,25,3,29,2,2,45~46,203,204
5-29,5구역,5,108,25,3,19,2,1,38~38,215,215
5-30,5구역,5,108,25,3,19,8,3,313~315,459,508
5-28,5구역,5,108,25,4,29,2,2,45~46,203,204
5-29,5구역,5,108,25,4,19,2,1,38~38,215,215
5-30,5구역,5,108,25,4,19,8,3,313~315,459,508
5-28,5구역,5,108,25,5,29,2,2,45~46,203,204
5-29,5구역,5,108,25,5,19,2,1,38~38,215,215
5-30,5구역,5,108,25,5,19,8,3,313~315,459,508
5-28,5구역,5,108,25,6,29,2,2,45~46,203,204
5-29,5구역,5,108,25,6,19,2,1,38~38,215,215
5-30,5구역,5,108,25,6,19,8,3,313~315,459,508
5-28,5구역,5,108,25,7,29,2,2,45~46,203,204
5-29,5구역,5,108,25,7,19,2,1,38~38,215,215
5-30,5구역,5,108,25,7,19,8,3,313~315,459,508
5-28,5구역,5,108,25,8,29,2,2,45~46,203,204
5-29,5구역,5,108,25,8,19,2,1,38~38,215,215
5-30,5구역,5,108,25,8,19,8,3,313~315,459,508
5-28,5구역,5,108,25,9,29,2,2,45~46,203,204
5-29,5구역,5,108,25,9,19,2,1,38~38,215,215
5-30,5구역,5,108,25,9,19,8,3,313~315,459,508
5-28,5구역,5,108,25,10,29,2,2,45~46,203,204
5-29,5구역,5,108,25,10,19,2,1,38~38,215,215
5-30,5구역,5,108,25,10,19,8,3,313~315,459,508
5-28,5구역,5,108,25,11,29,2,2,45~46,203,204
5-29,5구역,5,108,25,11,19,2,1,38~38,215,215
5-30,5구역,5,108,25,11,19,8,3,313~315,459,508
5-28,5구역,5,108,25,12,29,2,2,45~46,203,204
5-29,5구역,5,108,25,12,19,2,1,38~38,215,215
5-30,5구역,5,108,25,12,19,8,3,313~315,459,508
5-28,5구역,5,108,25,13,29,2,2,45~46,203,204
5-29,5구역,5,108,25,13,19,2,1,38~38,215,215
5-30,5구역,5,108,25,13,19,8,3,313~315,459,508
5-28,5구역,5,108,25,14,29,2,2,45~46,203,204
5-29,5구역,5,108,25,14,19,2,1,38~38,215,215
5-30,5구역,5,108,25,14,19,8,3,313~315,459,508
5-28,5구역,5,108,25,15,29,2,2,45~46,203,204
5-29,5구역,5,108,25,15,19,2,1,38~38,215,215
5-30,5구역,5,108,25,15,19,8,3,313~315,459,508
5-28,5구역,5,108,25,16,29,2,2,45~46,203,204
5-29,5구역,5,108,25,16,19,2,1,38~38,215,215
5-30,5구역,5,108,25,16,19,8,3,313~315,459,508
5-28,5구역,5,108,25,17,29,2,2,45~46,203,204
5-29,5구역,5,108,25,17,19,2,1,38~38,215,215
5-30,5구역,5,108,25,17,19,8,3,313~315,459,508
5-28,5구역,5,108,25,18,29,2,2,45~46,203,204
5-29,5구역,5,108,25,18,19,2,1,38~38,215,215
5-30,5구역,5,108,25,18,19,8,3,313~315,459,508
5-28,5구역,5,108,25,19,29,2,2,45~46,203,204
5-29,5구역,5,108,25,19,19,2,1,38~38,215,215
5-30,5구역,5,108,25,19,19,15,3,313~315,459,508
5-28,5구역,5,108,25,20,29,5,2,45~46,203,204
5-28,5구역,5,108,25,21,29,5,2,45~46,203,204
5-28,5구역,5,108,25,22,29,5,2,45~46,203,204
5-28,5구역,5,108,25,23,29,5,2,45~46,203,204
5-28,5구역,5,108,25,24,29,5,2,45~46,203,204
5-28,5구역,5,108,25,25,29,5,2,45~46,203,204
5-28,5구역,5,108,25,26,29,5,2,45~46,203,204
5-28,5구역,5,108,25,27,29,5,2,45~46,203,204
5-28,5구역,5,108,25,28,29,5,2,45~46,203,204
5-28,5구역,5,108,25,29,29,5,2,45~46,203,204
5-27,5구역,5,108,31,1,29,4,1,324~324,285,285
5-31,5구역,5,108,31,1,29,18,7,311~317,402,494
5-27,5구역,5,108,31,2,29,4,1,324~324,285,285
5-31,5구역,5,108,31,2,29,18,7,311~317,402,494
5-27,5구역,5,108,31,3,29,4,1,324~324,285,285
5-31,5구역,5,108,31,3,29,18,7,311~317,402,494
5-27,5구역,5,108,31,4,29,4,1,324~324,285,285
5-31,5구역,5,108,31,4,29,18,7,311~317,402,494
5-27,5구역,5,108,31,5,29,4,1,324~324,285,285
5-31,5구역,5,108,31,5,29,18,7,311~317,402,494
5-27,5구역,5,108,31,6,29,4,1,324~324,285,285
5-31,5구역,5,108,31,6,29,18,7,311~317,402,494
5-27,5구역,5,108,31,7,29,4,1,324~324,285,285
5-31,5구역,5,108,31,7,29,18,7,311~317,402,494
5-27,5구역,5,108,31,8,29,4,1,324~324,285,285
5-31,5구역,5,108,31,8,29,18,7,311~317,402,494
5-27,5구역,5,108,31,9,29,4,1,324~324,285,285
5-31,5구역,5,108,31,9,29,18,7,311~317,402,494
5-27,5구역,5,108,31,10,29,4,1,324~324,285,285
5-31,5구역,5,108,31,10,29,18,7,311~317,402,494
5-27,5구역,5,108,31,11,29,4,1,324~324,285,285
5-31,5구역,5,108,31,11,29,18,7,311~317,402,494
5-27,5구역,5,108,31,12,29,4,1,324~324,285,285
5-31,5구역,5,108,31,12,29,18,7,311~317,402,494
5-27,5구역,5,108,31,13,29,4,1,324~324,285,285
5-31,5구역,5,108,31,13,29,18,7,311~317,402,494
5-27,5구역,5,108,31,14,29,4,1,324~324,285,285
5-31,5구역,5,108,31,14,29,18,7,311~317,402,494
5-27,5구역,5,108,31,15,29,4,1,324~324,285,285
5-31,5구역,5,108,31,15,29,18,7,311~317,402,494
5-27,5구역,5,108,31,16,29,4,1,324~324,285,285
5-31,5구역,5,108,31,16,29,18,7,311~317,402,494
5-27,5구역,5,108,31,17,29,4,1,324~324,285,285
5-31,5구역,5,108,31,17,29,18,7,311~317,402,494
5-27,5구역,5,108,31,18,29,4,1,324~324,285,285
5-31,5구역,5,108,31,18,29,18,7,311~317,402,494
5-27,5구역,5,108,31,19,29,18,3,311~313,396,443
5-31,5구역,5,108,31,19,29,35,13,311~323,335,494
5-27,5구역,5,108,31,20,29,28,3,59~61,223,224
5-31,5구역,5,108,31,20,29,35,13,311~323,335,494
5-27,5구역,5,108,31,21,29,28,3,59~61,223,224
5-31,5구역,5,108,31,21,29,35,13,311~323,335,494
5-27,5구역,5,108,31,22,29,28,3,59~61,223,224
5-31,5구역,5,108,31,22,29,35,13,311~323,335,494
5-27,5구역,5,108,31,23,29,28,3,59~61,223,224
5-31,5구역,5,108,31,23,29,35,13,311~323,335,494
5-27,5구역,5,108,31,24,29,28,3,59~61,223,224
5-31,5구역,5,108,31,24,29,35,13,311~323,335,494
5-27,5구역,5,108,31,25,29,28,3,59~61,223,224
5-31,5구역,5,108,31,25,29,35,13,311~323,335,494
5-27,5구역,5,108,31,26,29,28,3,59~61,223,224
5-31,5구역,5,108,31,26,29,35,13,311~323,335,494
5-27,5구역,5,108,31,27,29,28,3,59~61,223,224
5-31,5구역,5,108,31,27,29,35,13,311~323,335,494
5-27,5구역,5,108,31,28,29,28,3,59~61,223,224
5-31,5구역,5,108,31,28,29,35,13,311~323,335,494
5-27,5구역,5,108,31,29,29,28,3,59~61,223,224
5-31,5구역,5,108,31,29,29,35,13,311~323,335,494
5-32,5구역,5,108,41,1,29,18,4,345~348,197,199
5-32,5구역,5,108,41,2,29,18,4,345~348,197,199
5-32,5구역,5,108,41,3,29,18,4,345~348,197,199
5-32,5구역,5,108,41,4,29,18,4,345~348,197,199
5-32,5구역,5,108,41,5,29,18,4,345~348,197,199
5-32,5구역,5,108,41,6,29,18,4,345~348,197,199
5-32,5구역,5,108,41,7,29,18,4,345~348,197,199
5-32,5구역,5,108,41,8,29,18,4,345~348,197,199
5-32,5구역,5,108,41,9,29,18,4,345~348,197,199
5-32,5구역,5,108,41,10,29,18,4,345~348,197,199
5-32,5구역,5,108,41,11,29,18,4,345~348,197,199
5-32,5구역,5,108,41,12,29,18,4,345~348,197,199
5-32,5구역,5,108,41,13,29,18,4,345~348,197,199
5-32,5구역,5,108,41,14,29,18,4,345~348,197,199
5-32,5구역,5,108,41,15,29,18,4,345~348,197,199
5-32,5구역,5,108,41,16,29,18,4,345~348,197,199
5-32,5구역,5,108,41,17,29,18,4,345~348,197,199
5-32,5구역,5,108,41,18,29,18,4,345~348,197,199
5-32,5구역,5,108,41,19,29,50,18,308~325,287,493
5-32,5구역,5,108,41,20,29,50,18,308~325,287,493
5-32,5구역,5,108,41,21,29,50,18,308~325,287,493
5-32,5구역,5,108,41,22,29,50,18,308~325,287,493
5-32,5구역,5,108,41,23,29,50,18,308~325,287,493
5-32,5구역,5,108,41,24,29,50,18,308~325,287,493
5-32,5구역,5,108,41,25,29,50,18,308~325,287,493
5-32,5구역,5,108,41,26,29,50,18,308~325,287,493
5-32,5구역,5,108,41,27,29,50,18,308~325,287,493
5-32,5구역,5,108,41,28,29,50,18,308~325,287,493
5-32,5구역,5,108,41,29,29,50,18,308~325,287,493
5-33,5구역,5,109,25,1,47,8,3,49~51,198,200
5-36,5구역,5,109,25,1,45,0,0,,0,0
5-33,5구역,5,109,25,2,47,8,3,49~51,198,200
5-36,5구역,5,109,25,2,45,0,0,,0,0
5-33,5구역,5,109,25,3,47,8,3,49~51,198,200
5-36,5구역,5,109,25,3,45,0,0,,0,0
5-33,5구역,5,109,25,4,47,8,3,49~51,198,200
5-36,5구역,5,109,25,4,45,0,0,,0,0
5-33,5구역,5,109,25,5,47,8,3,49~51,198,200
5-36,5구역,5,109,25,5,45,0,0,,0,0
5-33,5구역,5,109,25,6,47,8,3,49~51,198,200
5-36,5구역,5,109,25,6,45,0,0,,0,0
5-33,5구역,5,109,25,7,47,8,3,49~51,198,200
5-36,5구역,5,109,25,7,45,0,0,,0,0
5-33,5구역,5,109,25,8,47,8,3,49~51,198,200
5-36,5구역,5,109,25,8,45,0,0,,0,0
5-33,5구역,5,109,25,9,47,8,3,49~51,198,200
5-36,5구역,5,109,25,9,45,0,0,,0,0
5-33,5구역,5,109,25,10,47,8,3,49~51,198,200
5-36,5구역,5,109,25,10,45,0,0,,0,0
5-33,5구역,5,109,25,11,47,8,3,49~51,198,200
5-36,5구역,5,109,25,11,45,0,0,,0,0
5-33,5구역,5,109,25,12,47,8,3,49~51,198,200
5-36,5구역,5,109,25,12,45,0,0,,0,0
5-33,5구역,5,109,25,13,47,8,3,49~51,198,200
5-36,5구역,5,109,25,13,45,0,0,,0,0
5-33,5구역,5,109,25,14,47,8,3,49~51,198,200
5-36,5구역,5,109,25,14,45,0,0,,0,0
5-33,5구역,5,109,25,15,47,8,3,49~51,198,200
5-36,5구역,5,109,25,15,45,0,0,,0,0
5-33,5구역,5,109,25,16,47,8,3,49~51,198,200
5-36,5구역,5,109,25,16,45,0,0,,0,0
5-33,5구역,5,109,25,17,47,8,3,49~51,198,200
5-36,5구역,5,109,25,17,45,0,0,,0,0
5-33,5구역,5,109,25,18,47,8,3,49~51,198,200
5-36,5구역,5,109,25,18,45,0,0,,0,0
5-33,5구역,5,109,25,19,47,8,3,49~51,198,200
5-36,5구역,5,109,25,19,45,4,4,307~310,576,648
5-33,5구역,5,109,25,20,47,10,3,49~51,198,200
5-36,5구역,5,109,25,20,45,4,4,307~310,576,648
5-33,5구역,5,109,25,21,47,10,3,49~51,198,200
5-36,5구역,5,109,25,21,45,4,4,307~310,576,648
5-33,5구역,5,109,25,22,47,10,3,49~51,198,200
5-36,5구역,5,109,25,22,45,4,4,307~310,576,648
5-33,5구역,5,109,25,23,47,10,3,49~51,198,200
5-36,5구역,5,109,25,23,45,4,4,307~310,576,648
5-33,5구역,5,109,25,24,47,10,3,49~51,198,200
5-36,5구역,5,109,25,24,45,4,4,307~310,576,648
5-33,5구역,5,109,25,25,47,10,3,49~51,198,200
5-36,5구역,5,109,25,25,45,4,4,307~310,576,648
5-33,5구역,5,109,25,26,47,10,3,49~51,198,200
5-36,5구역,5,109,25,26,45,4,4,307~310,576,648
5-33,5구역,5,109,25,27,47,10,3,49~51,198,200
5-36,5구역,5,109,25,27,45,4,4,307~310,576,648
5-33,5구역,5,109,25,28,47,10,3,49~51,198,200
5-36,5구역,5,109,25,28,45,4,4,307~310,576,648
5-33,5구역,5,109,25,29,47,10,3,49~51,198,200
5-36,5구역,5,109,25,29,45,4,4,307~310,576,648
5-33,5구역,5,109,25,30,47,10,3,49~51,198,200
5-36,5구역,5,109,25,30,45,4,4,307~310,576,648
5-33,5구역,5,109,25,31,47,10,3,49~51,198,200
5-36,5구역,5,109,25,31,45,4,4,307~310,576,648
5-33,5구역,5,109,25,32,47,10,3,49~51,198,200
5-36,5구역,5,109,25,32,45,4,4,307~310,576,648
5-33,5구역,5,109,25,33,47,10,3,49~51,198,200
5-36,5구역,5,109,25,33,45,4,4,307~310,576,648
5-33,5구역,5,109,25,34,47,10,3,49~51,198,200
5-36,5구역,5,109,25,34,45,4,4,307~310,576,648
5-33,5구역,5,109,25,35,47,10,3,49~51,198,200
5-36,5구역,5,109,25,35,45,4,4,307~310,576,648
5-33,5구역,5,109,25,36,47,10,3,49~51,198,200
5-36,5구역,5,109,25,36,45,4,4,307~310,576,648
5-33,5구역,5,109,25,37,47,10,3,49~51,198,200
5-36,5구역,5,109,25,37,45,4,4,307~310,576,648
5-33,5구역,5,109,25,38,47,10,3,49~51,198,200
5-36,5구역,5,109,25,38,45,4,4,307~310,576,648
5-33,5구역,5,109,25,39,47,10,3,49~51,198,200
5-36,5구역,5,109,25,39,45,4,4,307~310,576,648
5-33,5구역,5,109,25,40,47,10,3,49~51,198,200
5-36,5구역,5,109,25,40,45,4,4,307~310,576,648
5-33,5구역,5,109,25,41,47,10,3,49~51,198,200
5-36,5구역,5,109,25,41,45,4,4,307~310,576,648
5-33,5구역,5,109,25,42,47,10,3,49~51,198,200
5-36,5구역,5,109,25,42,45,4,4,307~310,576,648
5-33,5구역,5,109,25,43,47,10,3,49~51,198,200
5-36,5구역,5,109,25,43,45,4,4,307~310,576,648
5-33,5구역,5,109,25,44,47,10,3,49~51,198,200
5-36,5구역,5,109,25,44,45,4,4,307~310,576,648
5-33,5구역,5,109,25,45,47,10,3,49~51,198,200
5-36,5구역,5,109,25,45,45,4,4,307~310,576,648
5-33,5구역,5,109,25,46,47,10,3,49~51,198,200
5-33,5구역,5,109,25,47,47,10,3,49~51,198,200
5-35,5구역,5,109,31,1,45,1,1,50~50,241,241
5-37,5구역,5,109,31,1,47,5,2,5~6,191,192
5-35,5구역,5,109,31,2,45,1,1,50~50,241,241
5-37,5구역,5,109,31,2,47,5,2,5~6,191,192
5-35,5구역,5,109,31,3,45,1,1,50~50,241,241
5-37,5구역,5,109,31,3,47,5,2,5~6,191,192
5-35,5구역,5,109,31,4,45,1,1,50~50,241,241
5-37,5구역,5,109,31,4,47,5,2,5~6,191,192
5-35,5구역,5,109,31,5,45,1,1,50~50,241,241
5-37,5구역,5,109,31,5,47,5,2,5~6,191,192
5-35,5구역,5,109,31,6,45,1,1,50~50,241,241
5-37,5구역,5,109,31,6,47,5,2,5~6,191,192
5-35,5구역,5,109,31,7,45,1,1,50~50,241,241
5-37,5구역,5,109,31,7,47,5,2,5~6,191,192
5-35,5구역,5,109,31,8,45,1,1,50~50,241,241
5-37,5구역,5,109,31,8,47,5,2,5~6,191,192
5-35,5구역,5,109,31,9,45,1,1,50~50,241,241
5-37,5구역,5,109,31,9,47,5,2,5~6,191,192
5-35,5구역,5,109,31,10,45,1,1,50~50,241,241
5-37,5구역,5,109,31,10,47,5,2,5~6,191,192
5-35,5구역,5,109,31,11,45,1,1,50~50,241,241
5-37,5구역,5,109,31,11,47,5,2,5~6,191,192
5-35,5구역,5,109,31,12,45,1,1,50~50,241,241
5-37,5구역,5,109,31,12,47,5,2,5~6,191,192
5-35,5구역,5,109,31,13,45,1,1,50~50,241,241
5-37,5구역,5,109,31,13,47,5,2,5~6,191,192
5-35,5구역,5,109,31,14,45,1,1,50~50,241,241
5-37,5구역,5,109,31,14,47,5,2,5~6,191,192
5-35,5구역,5,109,31,15,45,1,1,50~50,241,241
5-37,5구역,5,109,31,15,47,5,2,5~6,191,192
5-35,5구역,5,109,31,16,45,1,1,50~50,241,241
5-37,5구역,5,109,31,16,47,5,2,5~6,191,192
5-35,5구역,5,109,31,17,45,1,1,50~50,241,241
5-37,5구역,5,109,31,17,47,5,2,5~6,191,192
5-35,5구역,5,109,31,18,45,1,1,50~50,241,241
5-37,5구역,5,109,31,18,47,5,2,5~6,191,192
5-35,5구역,5,109,31,19,45,1,1,50~50,241,241
5-37,5구역,5,109,31,19,47,5,2,5~6,191,192
5-35,5구역,5,109,31,20,45,1,1,50~50,241,241
5-37,5구역,5,109,31,20,47,7,2,5~6,191,192
5-35,5구역,5,109,31,21,45,1,1,50~50,241,241
5-37,5구역,5,109,31,21,47,7,2,5~6,191,192
5-35,5구역,5,109,31,22,45,1,1,50~50,241,241
5-37,5구역,5,109,31,22,47,7,2,5~6,191,192
5-35,5구역,5,109,31,23,45,1,1,50~50,241,241
5-37,5구역,5,109,31,23,47,7,2,5~6,191,192
5-35,5구역,5,109,31,24,45,1,1,50~50,241,241
5-37,5구역,5,109,31,24,47,7,2,5~6,191,192
5-35,5구역,5,109,31,25,45,1,1,50~50,241,241
5-37,5구역,5,109,31,25,47,7,2,5~6,191,192
5-35,5구역,5,109,31,26,45,1,1,50~50,241,241
5-37,5구역,5,109,31,26,47,7,2,5~6,191,192
5-35,5구역,5,109,31,27,45,1,1,50~50,241,241
5-37,5구역,5,109,31,27,47,7,2,5~6,191,192
5-35,5구역,5,109,31,28,45,1,1,50~50,241,241
5-37,5구역,5,109,31,28,47,7,2,5~6,191,192
5-35,5구역,5,109,31,29,45,1,1,50~50,241,241
5-37,5구역,5,109,31,29,47,7,2,5~6,191,192
5-35,5구역,5,109,31,30,45,1,1,50~50,241,241
5-37,5구역,5,109,31,30,47,7,2,5~6,191,192
5-35,5구역,5,109,31,31,45,1,1,50~50,241,241
5-37,5구역,5,109,31,31,47,7,2,5~6,191,192
5-35,5구역,5,109,31,32,45,1,1,50~50,241,241
5-37,5구역,5,109,31,32,47,7,2,5~6,191,192
5-35,5구역,5,109,31,33,45,1,1,50~50,241,241
5-37,5구역,5,109,31,33,47,7,2,5~6,191,192
5-35,5구역,5,109,31,34,45,1,1,50~50,241,241
5-37,5구역,5,109,31,34,47,7,2,5~6,191,192
5-35,5구역,5,109,31,35,45,1,1,50~50,241,241
5-37,5구역,5,109,31,35,47,7,2,5~6,191,192
5-35,5구역,5,109,31,36,45,1,1,50~50,241,241
5-37,5구역,5,109,31,36,47,7,2,5~6,191,192
5-35,5구역,5,109,31,37,45,1,1,50~50,241,241
5-37,5구역,5,109,31,37,47,7,2,5~6,191,192
5-35,5구역,5,109,31,38,45,1,1,50~50,241,241
5-37,5구역,5,109,31,38,47,7,2,5~6,191,192
5-35,5구역,5,109,31,39,45,1,1,50~50,241,241
5-37,5구역,5,109,31,39,47,7,2,5~6,191,192
5-35,5구역,5,109,31,40,45,1,1,50~50,241,241
5-37,5구역,5,109,31,40,47,7,2,5~6,191,192
5-35,5구역,5,109,31,41,45,1,1,50~50,241,241
5-37,5구역,5,109,31,41,47,7,2,5~6,191,192
5-35,5구역,5,109,31,42,45,1,1,50~50,241,241
5-37,5구역,5,109,31,42,47,7,2,5~6,191,192
5-35,5구역,5,109,31,43,45,1,1,50~50,241,241
5-37,5구역,5,109,31,43,47,7,2,5~6,191,192
5-35,5구역,5,109,31,44,45,1,1,50~50,241,241
5-37,5구역,5,109,31,44,47,7,2,5~6,191,192
5-35,5구역,5,109,31,45,45,1,1,50~50,241,241
5-37,5구역,5,109,31,45,47,7,2,5~6,191,192
5-37,5구역,5,109,31,46,47,7,2,5~6,191,192
5-37,5구역,5,109,31,47,47,19,12,306~317,397,611
5-34,5구역,5,109,35,1,47,9,3,38~40,198,201
5-38,5구역,5,109,35,1,47,9,4,353~356,185,187
5-34,5구역,5,109,35,2,47,9,3,38~40,198,201
5-38,5구역,5,109,35,2,47,9,4,353~356,185,187
5-34,5구역,5,109,35,3,47,9,3,38~40,198,201
5-38,5구역,5,109,35,3,47,9,4,353~356,185,187
5-34,5구역,5,109,35,4,47,9,3,38~40,198,201
5-38,5구역,5,109,35,4,47,9,4,353~356,185,187
5-34,5구역,5,109,35,5,47,9,3,38~40,198,201
5-38,5구역,5,109,35,5,47,9,4,353~356,185,187
5-34,5구역,5,109,35,6,47,9,3,38~40,198,201
5-38,5구역,5,109,35,6,47,9,4,353~356,185,187
5-34,5구역,5,109,35,7,47,9,3,38~40,198,201
5-38,5구역,5,109,35,7,47,9,4,353~356,185,187
5-34,5구역,5,109,35,8,47,9,3,38~40,198,201
5-38,5구역,5,109,35,8,47,9,4,353~356,185,187
5-34,5구역,5,109,35,9,47,9,3,38~40,198,201
5-38,5구역,5,109,35,9,47,9,4,353~356,185,187
5-34,5구역,5,109,35,10,47,9,3,38~40,198,201
5-38,5구역,5,109,35,10,47,9,4,353~356,185,187
5-34,5구역,5,109,35,11,47,9,3,38~40,198,201
5-38,5구역,5,109,35,11,47,9,4,353~356,185,187
5-34,5구역,5,109,35,12,47,9,3,38~40,198,201
5-38,5구역,5,109,35,12,47,9,4,353~356,185,187
5-34,5구역,5,109,35,13,47,9,3,38~40,198,201
5-38,5구역,5,109,35,13,47,9,4,353~356,185,187
5-34,5구역,5,109,35,14,47,9,3,38~40,198,201
5-38,5구역,5,109,35,14,47,9,4,353~356,185,187
5-34,5구역,5,109,35,15,47,9,3,38~40,198,201
5-38,5구역,5,109,35,15,47,9,4,353~356,185,187
5-34,5구역,5,109,35,16,47,9,3,38~40,198,201
5-38,5구역,5,109,35,16,47,9,4,353~356,185,187
5-34,5구역,5,109,35,17,47,9,3,38~40,198,201
5-38,5구역,5,109,35,17,47,9,4,353~356,185,187
5-34,5구역,5,109,35,18,47,9,3,38~40,198,201
5-38,5구역,5,109,35,18,47,9,4,353~356,185,187
5-34,5구역,5,109,35,19,47,9,3,38~40,198,201
5-38,5구역,5,109,35,19,47,9,4,353~356,185,187
5-34,5구역,5,109,35,20,47,9,3,38~40,198,201
5-38,5구역,5,109,35,20,47,15,4,346~349,198,200
5-34,5구역,5,109,35,21,47,12,3,23~25,187,191
5-38,5구역,5,109,35,21,47,15,4,346~349,198,200
5-34,5구역,5,109,35,22,47,12,3,23~25,187,191
5-38,5구역,5,109,35,22,47,15,4,346~349,198,200
5-34,5구역,5,109,35,23,47,12,3,23~25,187,191
5-38,5구역,5,109,35,23,47,15,4,346~349,198,200
5-34,5구역,5,109,35,24,47,12,3,23~25,187,191
5-38,5구역,5,109,35,24,47,15,4,346~349,198,200
5-34,5구역,5,109,35,25,47,12,3,23~25,187,191
5-38,5구역,5,109,35,25,47,15,4,346~349,198,200
5-34,5구역,5,109,35,26,47,12,3,23~25,187,191
5-38,5구역,5,109,35,26,47,15,4,346~349,198,200
5-34,5구역,5,109,35,27,47,12,3,23~25,187,191
5-38,5구역,5,109,35,27,47,15,4,346~349,198,200
5-34,5구역,5,109,35,28,47,12,3,23~25,187,191
5-38,5구역,5,109,35,28,47,15,4,346~349,198,200
5-34,5구역,5,109,35,29,47,12,3,23~25,187,191
5-38,5구역,5,109,35,29,47,15,4,346~349,198,200
5-34,5구역,5,109,35,30,47,12,3,23~25,187,191
5-38,5구역,5,109,35,30,47,15,4,346~349,198,200
5-34,5구역,5,109,35,31,47,12,3,23~25,187,191
5-38,5구역,5,109,35,31,47,15,4,346~349,198,200
5-34,5구역,5,109,35,32,47,12,3,23~25,187,191
5-38,5구역,5,109,35,32,47,15,4,346~349,198,200
5-34,5구역,5,109,35,33,47,12,3,23~25,187,191
5-38,5구역,5,109,35,33,47,15,4,346~349,198,200
